sheet,group,site,year,doy_range,fill_rgb,colour_meaning,colour_exact,site_fill_rgb,site_colour_meaning,status,time_series,year_processed,staff,remarks
Continuous,NCKU VFS SINGLE FREQUENCY,TNHS,2025,"3---149, 160---266, 272---338",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TRSA,2016,293---366,,,,,,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TRSA,2017,"1-179, 184, 349-365",,,,,,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TRSA,2018,"1-241, 311, 340, 344, 361",,,,,,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TRSA,2019,"32, 45, 154-365",,,,,,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TRSA,2020,1---365,,,,,,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TRSA,2021,1---317,,,,,,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TRSA,2022,10-365,,,,,,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TRSA,2023,"1-40, 86-125, 128- 270",,,,,,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TUMA,2016,249---296,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TUMA,2017,42.0,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TYTY,2016,"189-197, 233-366",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TYTY,2017,1---213,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TYTY,2020,192---329,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TYTY,2021,20---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TYTY,2022,1---73,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TYTY,2023,"93, 123-124, 146-208",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TYTY,2024,"11---24, 26---31, 33---34, 36---51, 53---75, 77---144, 146---218, 220, 230, 273---274, 309---366",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,TYTY,2025,1---113,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,VCAC,2016,204---210,,,,FFFF9900,Not operational,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,VCAC,2017,55---365,,,,FFFF9900,Not operational,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,VCAC,2018,1---276,,,,FFFF9900,Not operational,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,VCAC,2019,233---309,,,,FFFF9900,Not operational,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,VCAC,2022,"89, 146, 169-227, 254-255, 277",,,,FFFF9900,Not operational,,,,,
Continuous,NCKU VFS SINGLE FREQUENCY,VCAC,2023,40.0,,,,FFFF9900,Not operational,,,,,
Continuous,TALIM ISLAND (TEMPORARY SITES),CABU,2020,43---351,FF5B9BD5,Data available,yes,FFFF0000,Old site/pulled out/decommissioned,,,2020-2026,ARLA,
Continuous,TALIM ISLAND (TEMPORARY SITES),JALA,2020,44---230,FF5B9BD5,Data available,yes,FFFF0000,Old site/pulled out/decommissioned,True,True,,,True
Continuous,TALIM ISLAND (TEMPORARY SITES),MLPA,2021,324-365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,TALIM ISLAND (TEMPORARY SITES),MLPA,2022,"1-137, 163-365",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,TALIM ISLAND (TEMPORARY SITES),MLPA,2023,1---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,TALIM ISLAND (TEMPORARY SITES),MLPA,2024,1--247; 267--271; 274--366,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,TALIM ISLAND (TEMPORARY SITES),MLPA,2025,1--365,,,,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,TALIM ISLAND (TEMPORARY SITES),MLPA,2026,1--111,,,,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,TALIM ISLAND (TEMPORARY SITES),TALI,2020,45---351,FF5B9BD5,Data available,yes,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,OTHERS (CAMPAIGN/CONTINUOUS),CALC,2012,136---366,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,OTHERS (CAMPAIGN/CONTINUOUS),CALC,2013,,FF1E4E79,Data to be retrieved,no,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,OTHERS (CAMPAIGN/CONTINUOUS),CLRS,2013,40---85,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,OTHERS (CAMPAIGN/CONTINUOUS),DNRS,2013,1---86,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,OTHERS (CAMPAIGN/CONTINUOUS),LIBA,2014,249---365,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,OTHERS (CAMPAIGN/CONTINUOUS),LIBA,2015,1---232,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,OTHERS (CAMPAIGN/CONTINUOUS),MARL,2012,216---366,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,OTHERS (CAMPAIGN/CONTINUOUS),MARL,2013,2---365,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,OTHERS (CAMPAIGN/CONTINUOUS),MARL,2014,1---115,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Campaign,LUZON CAMPAIGN,AB14,2009,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,"2012, 2014-2019",,
Campaign,LUZON CAMPAIGN,AB14,2011,,FF274E13,Data to be retrieved,yes,FFFF0000,Error/Old site/Obsolete,,,"2012, 2014-2019",,
Campaign,LUZON CAMPAIGN,ANQ0,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ANQ0,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ANQ0,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ANQ0,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ANQ0,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ANQ0,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ANQ0,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ANQ0,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ANQ0,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR17,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,AR30,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BARA,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BARA,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BARA,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BARA,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BARA,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BARA,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BARA,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BARA,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BARA,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2000,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2004,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BGB1,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BNBA,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BSCS,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BSCS,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BSCS,2012,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BSCS,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BSCS,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BSCS,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BSCS,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BSCS,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BSCS,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BR14,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BR14,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BR14,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BR14,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BR14,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BR14,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BR14,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BR14,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BR14,2022,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2006,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2018,,FF38761D,Incomplete,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BUCA,2025,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2006,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,BURG,2018,,FF38761D,Incomplete,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,1998,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2022,,FF4A86E8,No logsheets,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CCA5,2024,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,1999,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2000,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2004,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRIS,2019,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2012,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CRLN,2019,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2017,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,CUYP,2019,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DINA,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DINA,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DINA,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DINA,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DINA,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DINA,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DINA,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2012,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,DIPA,2019,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,1998,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,IFG1,2022,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ILN3,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ILN3,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ILN3,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ILN3,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ILN3,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ILN3,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ILN3,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ILN3,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ILN3,2022,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ISB4,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ISB4,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ISB4,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ISB4,2012,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ISB4,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ISB4,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ISB4,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ISB4,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ISB4,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2008,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2010,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,ITGN,2019,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2009,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2011,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2012,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2013,,FF274E13,Data to be retrieved,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2014,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2015,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2016,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2018,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2019,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,KA08,2022,,FF6AA84F,Data available,yes,,,,,,,
Campaign,LUZON CAMPAIGN,LAG1,1998,,FF274E13,Data to be retrieved,yes,,,False,False,,,False
Campaign,LUZON CAMPAIGN,LAG1,2012,,FF274E13,Data to be retrieved,yes,,,False,False,,,False
Campaign,LUZON CAMPAIGN,LAG1,2013,,FF274E13,Data to be retrieved,yes,,,False,False,,,False
Campaign,LUZON CAMPAIGN,LAG1,2014,,FF6AA84F,Data available,yes,,,False,False,,,False
Campaign,LUZON CAMPAIGN,LAG1,2015,,FF6AA84F,Data available,yes,,,False,False,,,False
Campaign,LUZON CAMPAIGN,LAG1,2016,,FF6AA84F,Data available,yes,,,False,False,,,False
Campaign,LUZON CAMPAIGN,LAG1,2017,,FF6AA84F,Data available,yes,,,False,False,,,False
Campaign,LUZON CAMPAIGN,LAG1,2018,,FF6AA84F,Data available,yes,,,False,False,,,False
