sheet,group,site,year,doy_range,fill_rgb,colour_meaning,colour_exact,site_fill_rgb,site_colour_meaning,status,time_series,year_processed,staff,remarks
Continuous,PHIVOLCS-OWNED PHILIPPINES,BTU2,2024,1---366,,,,FFFFFF00,Downloaded data this year,False,False,,,True
Continuous,PHIVOLCS-OWNED PHILIPPINES,BTU2,2025,1---365,,,,FFFFFF00,Downloaded data this year,False,False,,,True
Continuous,PHIVOLCS-OWNED PHILIPPINES,BTU2,2026,"1-35, 37-212",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,False,False,,,True
Continuous,PHIVOLCS-OWNED PHILIPPINES,DGOS,2021,324---365,,,,FFFFFF00,Downloaded data this year,Processing,Processing,,,To retrieve
Continuous,PHIVOLCS-OWNED PHILIPPINES,DGOS,2022,1---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Processing,Processing,,,To retrieve
Continuous,PHIVOLCS-OWNED PHILIPPINES,DGOS,2023,1---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Processing,Processing,,,To retrieve
Continuous,PHIVOLCS-OWNED PHILIPPINES,DGOS,2024,1---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Processing,Processing,,,To retrieve
Continuous,PHIVOLCS-OWNED PHILIPPINES,DGOS,2025,1---365,,,,FFFFFF00,Downloaded data this year,Processing,Processing,,,To retrieve
Continuous,PHIVOLCS-OWNED PHILIPPINES,DGOS,2026,1---212,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Processing,Processing,,,To retrieve
Continuous,PHIVOLCS-OWNED PHILIPPINES,LLOY,2021,293---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LLOY,2022,1---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LLOY,2023,1---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LLOY,2024,"1-286, 323-366",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LLOY,2025,"1-160, 245-365",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LLOY,2026,"1-94, 96-212",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MLBY,2021,340---365,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MLBY,2022,1---365,FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MLBY,2023,1---365,FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MLBY,2024,"1-99, 268-366",FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MLBY,2025,1---365,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MLBY,2026,1---143,FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,NCPC,2021,258---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,NCPC,2022,1---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,NCPC,2023,"1-97, 182, 269-271, 318-365",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,NCPC,2024,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,NCPC,2025,"1-14, 134-252, 295-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,NCPC,2026,1---212,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CDO2,2021,237---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CDO2,2022,"1-118, 250-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CDO2,2023,1---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CDO2,2024,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CDO2,2025,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CDO2,2026,"1-182, 208-212",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LORE,2021,61---340,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LORE,2023,93---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LORE,2024,1---366,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LORE,2025,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,LORE,2026,1---129,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MONT,2021,56---335,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MONT,2023,89---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MONT,2024,1---366,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MONT,2025,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,MONT,2026,1---202,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PAND,2022,152---365,FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PAND,2023,1---365,FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PAND,2024,"1-183, 281-366",FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PAND,2025,1---211,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,ALCO,2022,159---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,ALCO,2023,"1-79, 235-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,ALCO,2024,1---254,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,ALCO,2025,49---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,ALCO,2026,"1-191, 201-202",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CADZ,2022,173---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CADZ,2023,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CADZ,2024,"1-5, 295-302",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CADZ,2025,83---231,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CADZ,2026,84---212,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,TRIN,2022,201---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,True,True,,,False
Continuous,PHIVOLCS-OWNED PHILIPPINES,TRIN,2023,1---365,,,,FFFFFF00,Downloaded data this year,True,True,,,False
Continuous,PHIVOLCS-OWNED PHILIPPINES,TRIN,2024,1---366,,,,FFFFFF00,Downloaded data this year,True,True,,,False
Continuous,PHIVOLCS-OWNED PHILIPPINES,TRIN,2025,1---365,,,,FFFFFF00,Downloaded data this year,True,True,,,False
Continuous,PHIVOLCS-OWNED PHILIPPINES,TRIN,2026,1---212,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,True,True,,,False
Continuous,PHIVOLCS-OWNED PHILIPPINES,PMPL,2022,178---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,PHIVOLCS-OWNED PHILIPPINES,PMPL,2023,1---365,,,,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,PHIVOLCS-OWNED PHILIPPINES,PMPL,2024,1---366,,,,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,PHIVOLCS-OWNED PHILIPPINES,PMPL,2025,1---365,,,,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,PHIVOLCS-OWNED PHILIPPINES,PMPL,2026,1---99,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,Finished,Finished,,,Data complete
Continuous,PHIVOLCS-OWNED PHILIPPINES,TUA2,2023,167---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,TUA2,2024,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,TUA2,2025,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,TUA2,2026,1---75,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,BUG2,2023,168---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,BUG2,2024,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,BUG2,2025,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,BUG2,2026,1---212,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CASI,2023,172---365,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CASI,2024,1---366,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CASI,2025,"1-123, 308",,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CASI,2026,15.0,FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,STCV,2023,172---361,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,STCV,2024,135---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,STCV,2025,1---311,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,SQJR,2023,207---365,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,SQJR,2024,1---366,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,SQJR,2025,1---365,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,SQJR,2026,1---97,FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PLAR,2023,195---227,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PLAR,2024,"163-295, 297-366",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PLAR,2025,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PLAR,2026,1---151,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CBIM,2023,195---365,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CBIM,2024,1---366,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CBIM,2025,1---365,,,,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CBIM,2026,1---104,FF5B9BD5,Data available,yes,,,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,TLSY,2025,112---362,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,TLSY,2026,77---178,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CTNU,2025,116---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CTNU,2026,1---117,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CTGN,2025,155---171,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,CTGN,2026,89---212,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PTTN,2025,169---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,PTTN,2026,1---170,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,BUEN,2025,"190-267, 289-342",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,PHIVOLCS-OWNED PHILIPPINES,BUEN,2026,111---209,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ALAB,2013,,FF1E4E79,Data to be retrieved,no,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2014,"32-34, 101-365",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2015,1---365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2016,1---366,,,,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2017,1---365,,,,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2018,1---365,,,,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2019,1---142,,,,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2022,144--365,,,,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2023,1--365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2024,"1--31, 312--366",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2025,1--365,,,,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ALAB,2026,1--106,,,,FFFFFF00,Downloaded data this year,,,2013-2026,ARLA,
Continuous,IESAS LUZON,ANGT,2013,,FF1E4E79,Data to be retrieved,no,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,ANGT,2014,286---365,FF5B9BD5,Data available,yes,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,ANGT,2015,1---365,FF5B9BD5,Data available,yes,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,ANGT,2016,"1-36, 70-319",,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,ANGT,2017,"48-121, 131-195",,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,ANGT,2018,8---217,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,ANTP,2013,,FF1E4E79,Data to be retrieved,no,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2014,282---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2015,"1-8, 238-296",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2016,71---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2017,"1-22, 348-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2018,"1-217, 298",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2019,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2020,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2021,1---128,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2022,139---342,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2023,9--162,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2024,201--366,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2025,1--365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ANTP,2026,1--112,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,APAR,2013,,FF1E4E79,Data to be retrieved,no,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,APAR,2014,276---334,FF5B9BD5,Data available,yes,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,APAR,2015,120--365,FF5B9BD5,Data available,yes,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,APAR,2016,"1-221, 299-366",,,,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,APAR,2017,1---365,,,,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,APAR,2018,1---365,,,,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,APAR,2019,1---365,,,,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,APAR,2020,1---366,,,,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,APAR,2021,1---365,,,,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,APAR,2022,1---335,,,,FFFF9900,Not operational,,,,,
Continuous,IESAS LUZON,ATIM,2013,,FF1E4E79,Data to be retrieved,no,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2014,278---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2015,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2016,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2017,1---259,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2018,"100-105, 109-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2019,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2020,"1-308, 332-342",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2021,"9, 16-333, 340-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2022,"1---314, 333---365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2023,"1---91, 277--279",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2024,"31--48,167--195; 310, 347",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2025,"22,62,102--103, 317--365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,ATIM,2026,1--31,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2012,,FF1E4E79,Data to be retrieved,no,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2013,,FF1E4E79,Data to be retrieved,no,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2014,283---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2015,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2016,1---322,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2017,"124-157, 235-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2018,1---359,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2019,18---362,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2020,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2021,19---360,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2022,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2023,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2024,1--366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2025,1--365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,AURA,2026,1--110,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BAGU,2010,60---277,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,BAGU,2012,,FF1E4E79,Data to be retrieved,no,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,BAGU,2013,,FF1E4E79,Data to be retrieved,no,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,BALA,2013,,FF1E4E79,Data to be retrieved,no,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2014,106---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2015,"1-138, 148-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2016,"1-144, 293-366",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2017,"1-88, 125-364",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2018,"2-117, 297-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2019,"1-54, 247-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2020,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2021,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2022,"1-126, 290-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2023,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2024,1--43; 45--366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BALA,2025,"1-314, 319-340",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2012,,FF1E4E79,Data to be retrieved,no,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2013,1----365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2014,"1-159, 162-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2015,"1-79, 82-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2016,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2017,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2018,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2019,1----365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2020,1---180,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2021,51---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2022,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2023,1--277,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2024,3--366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2025,1--365,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BASC,2026,1--59; 91--102,FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2012,,FF1E4E79,Data to be retrieved,no,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2014,285---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2015,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2016,1---366,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2017,"1-206, 290-365",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2018,1---365,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2019,"1---297, 339",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2020,"18-149, 331, 332",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2021,"3, 42, 82, 83, 133, 175",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2022,340---341,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2023,"16, 54, 93, 334",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2024,"7--220, 314--366",,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2025,"1, 2--365",FF5B9BD5,Data available,yes,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BLN2,2026,1--106,,,,FFFFFF00,Downloaded data this year,,,,,
Continuous,IESAS LUZON,BATC,2014,280---365,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,BATC,2015,1---88,,,,FFFF0000,Old site/pulled out/decommissioned,,,,,
Continuous,IESAS LUZON,BONT,2010,109---279,,,,FFFF0000,Old site/pulled out/decommissioned,False,False,,,False
