# Built 2026-09-23 on gps3, together with the file beside it, by ONE command:
#   scripts/build_crd_catalog.py --root /srv/gnss-archive --root $P \
#       --rinex <listing of every RINEX path in the archive, 480,178 lines> \
#       -o docs/bern52/crd_catalog.csv --clusters-out docs/bern52/crd_clusters.csv
# Both files must come from the same invocation: --rinex adds sites that only
# RINEX headers cover, so a run without it yields fewer sites in both.
# One row per distinct MONUMENT, not per site code. A code
# naming two physical marks appears twice. Judge a real
# collision by cluster SIZE and RATIO -- see _cluster_row().
site,cluster,of_clusters,n_rows,n_files,x,y,z,lat,lon,height,spread_m,best_kind,frames
GODE,1,1,772,772,1130773.4378,-4831253.5699,3994200.4722,39.0217283,-76.8268336,14.478,0.44,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
GODN,1,1,270,270,1130760.6685,-4831298.6751,3994155.2046,39.0211790,-76.8270959,17.837,0.23,RNX2SNX,IGS20|IGS20_0|ITRF2014_0
GODS,1,1,2,2,1130752.3379,-4831349.1118,3994098.9309,39.0205174,-76.8273223,19.086,0.00,REFERENCE,ITRF2014_0
GODZ,1,1,694,694,1130773.4376,-4831253.5714,3994200.4723,39.0217283,-76.8268336,14.479,0.40,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
GOL2,1,1,695,695,-2353614.6444,-4641385.2110,3676976.3531,35.4251553,-116.8892539,986.649,0.51,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
GOLD,1,1,772,772,-2353614.6425,-4641385.2107,3676976.3527,35.4251553,-116.8892539,986.648,0.51,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
GOLI,1,1,53,53,-3063500.3845,4905019.7679,2681141.1960,25.0203941,121.9874294,45.992,0.00,RNX2SNX,ITRF00|ITRF2005
GONZ,1,1,36,36,-3210491.7708,5138476.1940,1985877.2008,18.2611730,121.9969164,66.634,1.22,GPSEST,ITRF2005
GOPE,1,1,80,64,3979316.2038,1050312.3909,4857067.0436,49.9137040,14.7856209,592.585,0.25,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
GOSH,1,1,2,2,-1985697.2442,-4422567.1538,4133199.4687,40.6401684,-114.1796985,1560.203,0.00,REFERENCE,ITRF2014_0
GOUG,1,1,767,767,4795578.9729,-835299.0018,-4107633.6511,-40.3488295,-9.8807113,81.251,0.80,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
GRAB,1,1,8,8,4194424.9806,1162700.7239,4647247.3323,47.0671378,15.4934512,540.101,0.04,REFERENCE,IGS00|IGS97
GRAS,1,1,798,767,4581690.6232,556115.2235,4389361.0291,43.7547408,6.9205784,1319.308,81.09,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
GRAZ,1,1,798,772,4194423.4719,1162703.0583,4647245.6256,47.0671328,15.4934861,538.285,9.60,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
GREE,1,1,27,9,1130719.6272,-4831350.5692,3994106.5329,39.0206048,-76.8276939,19.183,42.27,REFERENCE,IGS00|IGS97|ITRF97
GREF,1,1,53,53,-3020147.4516,4975225.4894,2605107.6084,24.2571374,121.2593125,2025.107,0.00,RNX2SNX,ITRF00|ITRF2005
GRIS,1,1,2,2,4149.7172,-5568493.9589,3099600.3102,29.2655282,-89.9573024,-17.033,0.00,REFERENCE,ITRF2014_0
GROI,1,1,2,2,4296718.3949,-263399.2767,4690668.3899,47.6480085,-3.5079806,93.225,0.00,REFERENCE,ITRF2014_0
GS01,1,1,53,53,-3023308.0384,4932014.5315,2677291.6154,24.9820037,121.5081547,56.848,0.00,RNX2SNX,ITRF00|ITRF2005
GS02,1,1,53,53,-2982057.1495,4966453.4412,2659985.5443,24.8097099,120.9822885,70.637,0.00,RNX2SNX,ITRF00|ITRF2005
GS03,1,1,53,53,-2988241.2192,4964614.4623,2656689.1874,24.7765992,121.0440720,150.075,0.00,RNX2SNX,ITRF00|ITRF2005
GS04,1,1,53,53,-2968825.6999,5038698.9309,2536926.4218,23.5915408,120.5067971,90.291,0.00,RNX2SNX,ITRF00|ITRF2005
GS05,1,1,53,53,-2974888.7077,5036597.6418,2534529.4792,23.5671162,120.5684109,296.172,0.00,RNX2SNX,ITRF00|ITRF2005
GS06,1,1,53,53,-2975895.7804,5041153.9478,2524197.6141,23.4655998,120.5542183,240.692,0.00,RNX2SNX,ITRF00|ITRF2005
GS08,1,1,53,53,-3017398.0826,4923658.1874,2699629.8298,25.2037204,121.5014929,281.114,0.00,RNX2SNX,ITRF00|ITRF2005
GS09,1,1,53,53,-3030075.5258,4915328.5803,2700012.3041,25.2086047,121.6519356,29.691,0.00,RNX2SNX,ITRF00|ITRF2005
GS10,1,1,53,53,-3015272.2590,4927897.9000,2693761.2250,25.1461554,121.4615462,52.225,0.00,RNX2SNX,ITRF00|ITRF2005
GS11,1,1,53,53,-3018780.9560,4926439.7520,2692499.4095,25.1335859,121.4987722,49.115,0.00,RNX2SNX,ITRF00|ITRF2005
GS12,1,1,53,53,-3010876.1938,4935946.5752,2684514.6148,25.0530425,121.3827578,274.216,0.00,RNX2SNX,ITRF00|ITRF2005
GS13,1,1,53,53,-3017553.5153,4933424.3143,2681096.0164,25.0200076,121.4522481,30.892,0.00,RNX2SNX,ITRF00|ITRF2005
GS14,1,1,53,53,-2980225.2772,4967887.6343,2659326.4913,24.8032221,120.9594542,54.677,0.00,RNX2SNX,ITRF00|ITRF2005
GS15,1,1,53,53,-2983804.9736,4967749.6678,2655659.9792,24.7666463,120.9905066,82.868,0.00,RNX2SNX,ITRF00|ITRF2005
GS16,1,1,53,53,-2988719.0780,4965893.7802,2653803.0144,24.7478634,121.0415974,160.269,0.00,RNX2SNX,ITRF00|ITRF2005
GS17,1,1,53,53,-2978631.1769,5035416.8442,2534195.9302,23.5611514,120.6058498,976.644,0.00,RNX2SNX,ITRF00|ITRF2005
GS18,1,1,53,53,-2968316.1269,5044476.2514,2526110.2625,23.4849876,120.4737897,97.863,0.00,RNX2SNX,ITRF00|ITRF2005
GS19,1,1,53,53,-3035849.3401,4919333.4833,2686350.8359,25.0722648,121.6798205,55.453,0.00,RNX2SNX,ITRF00|ITRF2005
GS20,1,1,53,53,-2978987.4949,4957867.7659,2679074.4630,25.0000000,121.0000000,-0.000,0.00,RNX2SNX,ITRF00|ITRF2005
GS21,1,1,53,53,-2957794.4675,5018858.3784,2588141.7114,24.0973158,120.5123805,37.437,0.00,RNX2SNX,ITRF00|ITRF2005
GS22,1,1,53,53,-2966166.5703,5014260.3649,2587494.2028,24.0908834,120.6062748,44.468,0.00,RNX2SNX,ITRF00|ITRF2005
GS23,1,1,53,53,-2969708.2485,5011977.2545,2587873.0880,24.0945971,120.6476868,52.776,0.00,RNX2SNX,ITRF00|ITRF2005
GS24,1,1,53,53,-2960651.6684,5020955.1020,2580857.2357,24.0252722,120.5261124,41.644,0.00,RNX2SNX,ITRF00|ITRF2005
GS25,1,1,53,53,-2971558.7196,5016590.0432,2576956.3903,23.9865189,120.6402243,91.240,0.00,RNX2SNX,ITRF00|ITRF2005
GS26,1,1,53,53,-2974829.4537,5020952.9933,2565224.0233,23.8698470,120.6460219,287.565,0.00,RNX2SNX,ITRF00|ITRF2005
GS27,1,1,53,53,-2969785.3537,5026060.5965,2560571.4428,23.8247571,120.5778788,77.752,0.00,RNX2SNX,ITRF00|ITRF2005
GS28,1,1,53,53,-2954312.0015,5073090.8126,2484983.8930,23.0809938,120.2143620,26.681,0.00,RNX2SNX,ITRF00|ITRF2005
GS29,1,1,53,53,-2963423.1276,5068078.2096,2484391.8566,23.0751462,120.3158187,36.216,0.00,RNX2SNX,ITRF00|ITRF2005
GS30,1,1,53,53,-2956701.1287,5074763.6289,2478828.8184,23.0204906,120.2262902,53.251,0.00,RNX2SNX,ITRF00|ITRF2005
GS31,1,1,53,53,-2961115.0517,5072265.0518,2478669.3349,23.0189344,120.2757653,51.032,0.00,RNX2SNX,ITRF00|ITRF2005
GS32,1,1,53,53,-2966397.0375,5068840.6021,2479374.7936,23.0258250,120.3371098,59.071,0.00,RNX2SNX,ITRF00|ITRF2005
GS33,1,1,53,53,-2954500.1406,5078820.8039,2473107.0991,22.9644681,120.1878289,26.599,0.00,RNX2SNX,ITRF00|ITRF2005
GS34,1,1,53,53,-2962790.4916,5075261.9675,2470537.6455,22.9392321,120.2751413,36.912,0.00,RNX2SNX,ITRF00|ITRF2005
GS35,1,1,53,53,-2965910.7403,5073639.7628,2470165.4925,22.9355279,120.3093858,51.355,0.00,RNX2SNX,ITRF00|ITRF2005
GS36,1,1,53,53,-2961568.1161,5002688.5533,2614896.4772,24.3620626,120.6253334,71.532,0.00,RNX2SNX,ITRF00|ITRF2005
GS37,1,1,53,53,-2970285.6558,4999461.8528,2611584.1768,24.3285974,120.7154394,228.921,0.00,RNX2SNX,ITRF00|ITRF2005
GS38,1,1,53,53,-2961376.6174,5007297.7347,2606647.0253,24.2798086,120.6005849,199.898,0.00,RNX2SNX,ITRF00|ITRF2005
GS39,1,1,53,53,-2957297.5067,5014569.2776,2596946.2607,24.1844301,120.5295993,36.347,0.00,RNX2SNX,ITRF00|ITRF2005
GS40,1,1,53,53,-2961563.0627,5012457.9820,2596718.7572,24.1812613,120.5763129,262.587,0.00,RNX2SNX,ITRF00|ITRF2005
GS45,1,1,1,1,-3007345.2848,5059278.4021,2451417.7221,22.7491331,120.7281720,763.238,0.00,REFERENCE,ITRF2005
GS52,1,1,1,1,-2995162.1458,5051891.9536,2480156.5572,23.0323357,120.6628240,361.147,0.00,REFERENCE,ITRF2005
GS55,1,1,1,1,-2994462.5350,5061274.8021,2461367.1868,22.8489359,120.6103398,143.809,0.00,REFERENCE,ITRF2005
GS56,1,1,1,1,-2997606.3067,5066693.4856,2446364.0827,22.7021243,120.6098192,111.726,0.00,REFERENCE,ITRF2005
GS67,1,1,1,1,-2990269.2284,5039552.0717,2511375.9304,23.3380494,120.6832038,601.609,0.00,REFERENCE,ITRF2005
GS76,1,1,53,53,-2973540.7777,5074214.0719,2459956.9740,22.8353276,120.3707341,88.792,0.00,RNX2SNX,ITRF00|ITRF2005
GUAM,1,18,8197,8197,-5071312.7171,3568363.5759,1488904.3445,13.5893294,144.8683608,201.915,656.65,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97|WGS-84
GUAM,2,18,4,4,-5079349.1210,3565462.0318,1520805.6533,13.8586478,144.9329665,12536.946,285.38,GPSEST,ITRF2005
GUAM,3,18,2,2,-5074296.0579,3566881.4369,1494406.4703,13.6342757,144.8954168,3039.861,0.00,GPSEST,ITRF2005
GUAM,4,18,2,2,-5081692.0993,3570045.5119,1499168.6732,13.6592909,144.9107750,11811.759,0.00,GPSEST,ITRF2005
GUAM,5,18,2,2,-5083990.5924,3568488.0374,1491200.6716,13.5873269,144.9347187,10893.241,0.00,GPSEST,ITRF2005
GUAM,6,18,2,2,-5085738.1869,3563135.4171,1486849.6728,13.5526330,144.9844060,8275.810,0.00,GPSEST,ITRF2005
GUAM,7,18,2,2,-5087099.0548,3561417.4788,1504308.5043,13.7054681,145.0045924,12515.265,0.00,GPSEST,ITRF2005
GUAM,8,18,2,2,-5075782.6348,3567292.2688,1504003.8750,13.7153979,144.9002079,6720.079,0.00,GPSEST,ITRF2005
GUAM,9,18,2,2,-5066747.2791,3565694.7733,1506652.5396,13.7564680,144.8642494,-722.987,0.00,GPSEST,ITRF2005
GUAM,10,18,2,2,-5077824.6378,3572954.0390,1509435.6861,13.7524599,144.8682971,12795.952,0.00,GPSEST,ITRF2005
GUAM,11,18,2,2,-5074722.9536,3563389.1518,1511944.2188,13.7917199,144.9240842,5586.316,0.00,GPSEST,ITRF2005
GUAM,12,18,2,2,-5065087.5062,3565152.4105,1522264.3076,13.8970850,144.8595162,1386.941,0.00,GPSEST,ITRF2005
GUAM,13,18,2,2,-5075952.7463,3566679.8827,1511421.2238,13.7808992,144.9057386,8276.028,0.00,GPSEST,ITRF2005
GUAM,14,18,2,2,-5078575.1020,3565052.7975,1512941.0334,13.7916170,144.9319530,9814.148,0.00,GPSEST,ITRF2005
GUAM,15,18,2,2,-5078198.4088,3564038.4433,1518001.9798,13.8378875,144.9376215,10157.317,0.00,GPSEST,ITRF2005
GUAM,16,18,2,2,-5073443.7902,3566659.4542,1497838.0145,13.6661604,144.8925665,3048.093,0.00,GPSEST,ITRF2005
GUAM,17,18,2,2,-5075053.1676,3566401.7580,1504193.6811,13.7194372,144.9030633,5687.863,0.00,GPSEST,ITRF2005
GUAM,18,18,2,2,-5072844.3872,3566320.0848,1496659.5603,13.6572772,144.8919466,2103.619,0.00,GPSEST,ITRF2005
GUAO,1,1,758,758,228378.3532,4631946.8909,4367028.5850,43.4711087,87.1773148,2028.731,0.83,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
GUAT,1,1,762,762,-56063.5375,-6174978.5992,1596665.2954,14.5904045,-90.5201825,1519.812,0.11,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
GUAX,1,1,2,2,-2648836.6768,-4921546.0701,3062675.3760,28.8840595,-118.2896845,40.472,0.00,REFERENCE,ITRF2014_0
GUES,1,1,619,619,-3658407.0990,5080807.8292,1213955.5677,11.0453726,125.7555617,120.642,0.44,RNX2SNX,IGS14|IGS20
GUFU,1,1,53,53,-3045917.1734,4991785.9421,2538585.8790,23.6073954,121.3909513,216.019,0.00,RNX2SNX,ITRF00|ITRF2005
GUIN,1,1,189,189,-3322165.3173,5225846.2773,1523016.4765,13.9070444,122.4448609,65.218,92.30,GPSEST,ITRF2005|WGS-84
GUIP,1,1,2,2,4226392.6891,-326080.1742,4749929.4310,48.4446044,-4.4118188,154.677,0.00,REFERENCE,ITRF2014_0
GUMA,1,17,972,972,-3290306.9492,5245504.3704,1524568.3686,13.9215045,122.0984970,60.955,7.07,RNX2SNX,IGS14|IGS20|ITRF2005
GUMA,2,17,4,4,-3353644.2432,5197829.0825,1549546.3666,14.1541721,122.8301461,78.486,1.25,GPSEST,ITRF2005
GUMA,3,17,4,4,-3298227.9301,5241067.7944,1548463.0458,14.1299285,122.1823949,6295.662,403.86,GPSEST,ITRF2005
GUMA,4,17,4,4,-3299080.6651,5240523.1140,1556304.1181,14.1985799,122.1917567,8207.866,103.02,GPSEST,ITRF2005
GUMA,5,17,2,2,-3295829.7559,5245056.6586,1530374.7743,13.9668543,122.1439710,3942.166,0.00,GPSEST,ITRF2005
GUMA,6,17,2,2,-3301764.2247,5246454.4017,1534643.5021,13.9947826,122.1835407,9187.235,0.00,GPSEST,ITRF2005
GUMA,7,17,2,2,-3303487.7649,5245087.7345,1526558.2784,13.9244726,122.2037523,7005.534,0.00,GPSEST,ITRF2005
GUMA,8,17,2,2,-3312952.7490,5245365.5434,1523404.6983,13.8853835,122.2763494,11377.082,0.00,GPSEST,ITRF2005
GUMA,9,17,2,2,-3295382.9593,5243734.2395,1539641.6248,14.0510319,122.1469803,4868.377,0.00,GPSEST,ITRF2005
GUMA,10,17,2,2,-3288482.0498,5243170.3067,1542829.3365,14.0880719,122.0956673,1620.792,0.00,GPSEST,ITRF2005
GUMA,11,17,2,2,-3297065.8662,5249591.9592,1545920.1549,14.0931523,122.1313422,12074.582,0.00,GPSEST,ITRF2005
GUMA,12,17,2,2,-3285087.6366,5241241.0762,1558576.1898,14.2336293,122.0785262,2139.979,0.00,GPSEST,ITRF2005
GUMA,13,17,2,2,-3301469.1731,5246230.8453,1548893.3669,14.1202682,122.1823332,12312.485,0.00,GPSEST,ITRF2005
GUMA,14,17,2,2,-3294588.6217,5244398.3851,1534123.3311,14.0023694,122.1374892,3666.465,0.00,GPSEST,ITRF2005
GUMA,15,17,2,2,-3299111.1228,5245203.3046,1541033.5985,14.0561464,122.1689399,8337.793,0.00,GPSEST,ITRF2005
GUMA,16,17,2,2,-3293268.1837,5243683.0076,1532737.7880,13.9930822,122.1306644,2062.040,0.00,GPSEST,ITRF2005
GUMA,17,17,1,1,-3236458.7338,5273507.2748,1545139.6746,14.1119503,121.5382875,584.619,0.00,COORDINATE,ITRF2005
GUNG,1,1,619,619,-3322225.3030,5225842.4439,1522954.4762,13.9064375,122.4453483,78.415,1.97,RNX2SNX,IGS14|IGS20
GUNY,1,1,112,112,-3323160.5083,5225585.3944,1521701.8702,13.8948290,122.4539261,54.025,8.05,GPSEST,ITRF2005
GUS2,1,1,2,2,-2396394.2862,-2338783.9863,5410267.9917,58.4177564,-135.6970517,20.025,0.00,REFERENCE,ITRF2014_0
GUUG,1,1,630,630,-5070465.1472,3576460.3184,1472093.8487,13.4332088,144.8027117,134.717,0.15,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGb08|ITRF2014_0
HALY,1,1,2,2,4505447.1463,3285418.6529,3087773.5337,29.1388677,36.0999177,861.594,0.00,REFERENCE,ITRF2014_0
HAMM,1,1,2,2,-44885.1901,-5499419.3688,3219506.3810,30.5130753,-90.4676266,5.811,0.00,REFERENCE,ITRF2014_0
HARB,1,1,691,691,5084657.5979,2670325.5000,-2768480.8086,-25.8869596,27.7072481,1558.074,0.74,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
HARK,1,1,64,64,5084625.3015,2670366.2917,-2768494.4902,-25.8871086,27.7077582,1555.386,0.26,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
HART,1,1,27,9,5084625.3174,2670366.2870,-2768494.4943,-25.8871086,27.7077581,1555.399,0.73,REFERENCE,IGS00|IGS97|ITRF97
HARV,1,1,55,55,-2686069.3900,-4527084.2213,3589502.3576,34.4693995,-120.6820632,14.967,0.50,RNX2SNX,ITRF00|ITRF2005|ITRF2014_0
HCHM,1,1,53,53,-2982708.4142,4967081.4453,2658292.4776,24.7925270,120.9846131,153.531,0.00,RNX2SNX,ITRF00|ITRF2005
HEAL,1,1,53,53,-3186643.3853,5294139.8337,1575458.9426,14.3958737,121.0445344,61.121,0.00,RNX2SNX,ITRF00|ITRF2005
HEAU,1,1,2,2,4141610.4718,-128560.5991,4832822.0080,49.5806623,-1.7779594,188.629,0.00,REFERENCE,ITRF2014_0
HELG,1,1,10,10,3706067.2613,513803.7929,5148174.4070,54.1744805,7.8930903,48.388,0.24,REFERENCE,IGS00|IGS97|ITRF2014_0
HELJ,1,1,2,2,3706067.1098,513803.9506,5148174.5150,54.1744820,7.8930930,48.400,0.00,REFERENCE,ITRF2014_0
HENC,1,1,48,48,-3024681.8016,5084749.6232,2374834.3745,22.0039352,120.7464517,46.631,0.07,OTHER,WGS-84
HER2,1,1,2,2,-1996004.0134,-5208674.5162,3082959.5399,29.0925467,-110.9672155,186.946,0.00,REFERENCE,ITRF2014_0
HERI,1,1,53,53,-3021881.9497,4915665.8852,2708636.9650,25.2944554,121.5809214,83.828,0.00,RNX2SNX,ITRF00|ITRF2005
HERP,1,1,8,8,4033454.6465,23664.4572,4924308.8827,50.8674649,0.3361530,72.570,0.04,REFERENCE,IGS00|IGS97
HERS,1,1,776,767,4033469.8351,23673.2296,4924301.5142,50.8673168,0.3362764,76.473,12.89,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
HERT,1,1,691,691,4033460.6589,23538.1344,4924318.4661,50.8674825,0.3343582,83.332,0.60,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
HF01,1,1,52,52,-3039400.1406,4922721.3658,2677285.3517,24.9799821,121.6921256,522.693,0.00,RNX2SNX,ITRF00
HF02,1,1,52,52,-3039311.0187,4922773.9003,2677273.7826,24.9798955,121.6911012,515.887,0.00,RNX2SNX,ITRF00
HF03,1,1,52,52,-3039379.1773,4922713.8182,2677403.1654,24.9810125,121.6919882,556.643,0.00,RNX2SNX,ITRF00
HF04,1,1,53,53,-3039275.6453,4922766.6052,2677397.9858,24.9810063,121.6908411,545.867,9.13,RNX2SNX,ITRF00|ITRF2005
HF05,1,1,53,53,-3039247.7731,4922744.0530,2677522.7370,24.9821560,121.6907236,567.887,5.22,RNX2SNX,ITRF00|ITRF2005
HF06,1,1,52,52,-3039364.2851,4922788.9376,2677142.8448,24.9786687,121.6914719,497.557,0.00,RNX2SNX,ITRF00
HF07,1,1,52,52,-3039463.2788,4922697.4136,2677255.9673,24.9796929,121.6927822,521.877,0.00,RNX2SNX,ITRF00
HF08,1,1,52,52,-3039435.0117,4922641.2426,2677514.3725,24.9820461,121.6928363,574.221,0.00,RNX2SNX,ITRF00
HF09,1,1,52,52,-3039500.6153,4922723.9129,2677193.5832,24.9790217,121.6929590,533.752,0.00,RNX2SNX,ITRF00
HF11,1,1,52,52,-3039011.3147,4922890.8012,2677195.8711,24.9794790,121.6879675,430.440,0.00,RNX2SNX,ITRF00
HF12,1,1,52,52,-3038871.8573,4923006.9339,2676983.5547,24.9776442,121.6861881,363.958,0.00,RNX2SNX,ITRF00
HF14,1,1,52,52,-3038482.1288,4923228.7023,2676768.7397,24.9759473,121.6817501,258.764,0.00,RNX2SNX,ITRF00
HFAN,1,1,53,53,-3039472.4536,4922680.2183,2677377.5556,24.9807252,121.6929490,564.332,1.84,RNX2SNX,ITRF00|ITRF2005
HFLK,1,1,77,64,4248505.1272,855575.6519,4667172.2287,47.3129042,11.3860909,2384.140,0.27,RNX2SNX,IGS00|IGS97|ITRF00|ITRF2005|ITRF2014_0|ITRF97
HH01,1,1,53,53,-2958373.6736,5071282.0060,2483872.4634,23.0700530,120.2574979,35.020,4.59,RNX2SNX,ITRF00|ITRF2005
HH02,1,1,53,53,-2965106.3730,5067775.4375,2483046.2109,23.0618848,120.3314896,50.386,9.60,RNX2SNX,ITRF00|ITRF2005
HHA1,1,1,51,51,-2966421.6531,5067180.7045,2482738.4668,23.0587937,120.3454982,68.841,0.00,RNX2SNX,ITRF00
HHAR,1,1,53,53,-2966421.8493,5067180.2184,2482735.9012,23.0587736,120.3455022,67.541,99.86,RNX2SNX,ITRF00|ITRF2005
HHH1,1,1,51,51,-2964010.2390,5069808.8272,2480257.0819,23.0344615,120.3122408,64.330,0.00,RNX2SNX,ITRF00
HHHS,1,1,53,53,-2964010.4672,5069808.9789,2480254.7106,23.0344409,120.3122420,63.629,187.42,RNX2SNX,ITRF00|ITRF2005
HHLA,1,1,53,53,-2962433.6738,5069682.0591,2482356.2077,23.0551023,120.2995844,53.249,99.81,RNX2SNX,ITRF00|ITRF2005
HHLB,1,1,51,51,-2962430.3279,5069676.4795,2482351.2989,23.0550845,120.2995837,45.340,0.00,RNX2SNX,ITRF00
HHLC,1,1,51,51,-2962430.3428,5069676.4694,2482351.3035,23.0550846,120.2995839,45.341,0.00,RNX2SNX,ITRF00
HIL1,1,1,2,2,-2355571.6476,4886093.1076,-3343994.1534,-31.8255209,115.7385843,-27.255,0.00,REFERENCE,ITRF2014_0
HILO,1,1,55,55,-5446001.7359,-2533417.5432,2138468.1655,19.7191811,-155.0526914,29.299,0.72,RNX2SNX,ITRF00|ITRF2005|ITRF2014_0
HINA,1,1,106,106,-3588831.8817,5112629.7199,1285162.1103,11.7020799,125.0670970,65.701,114.28,GPSEST,ITRF2005
HINU,1,1,619,619,-3615392.4782,5127642.5542,1144135.4982,10.4030171,125.1868556,79.771,0.10,RNX2SNX,IGS14|IGS20
HIRS,1,1,2,2,3374902.9501,593115.6478,5361509.5373,57.5911010,9.9675474,50.141,0.00,REFERENCE,ITRF2014_0
HKLO,1,1,2,2,-529863.6527,-5159629.7302,3699768.3528,35.6827543,-95.8633856,191.126,0.00,REFERENCE,ITRF2014_0
HKSL,1,1,268,268,-2393383.2496,5393860.9061,2412592.1239,22.3720021,113.9279898,95.274,0.36,RNX2SNX,IGS20|IGS20_0
HLFX,1,1,758,758,2018905.4345,-4069070.5173,4462415.5288,44.6835511,-63.6112836,3.085,0.44,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
HNIS,1,1,2,2,-4960946.3383,3834778.9910,-1164513.9039,-10.5903716,142.2962120,87.703,0.00,REFERENCE,ITRF2014_0
HNLC,1,1,758,758,-5506798.9793,-2240048.2521,2302721.0685,21.3032945,-157.8645578,21.959,1.82,RNX2SNX,IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGb08|ITRF00|ITRF2005|ITRF2014_0
HNPT,1,1,55,55,1196626.4072,-4846358.4793,3956723.0920,38.5888164,-76.1303728,-27.984,0.14,RNX2SNX,ITRF00|ITRF2005|ITRF2014_0
HNUS,1,1,270,270,4973168.8953,1734085.7253,-3585433.8796,-34.4246279,19.2230649,63.052,0.39,RNX2SNX,IGS20|IGS20_0|ITRF2014_0
HOB1,1,1,9,9,-3950184.0766,2522364.4615,-4311588.1960,-42.8039713,147.4399972,56.648,0.19,REFERENCE,IGS00|IGS97|ITRF97
HOB2,1,1,772,772,-3950072.4622,2522415.4100,-4311637.1861,-42.8047026,147.4387379,41.037,1.65,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
HOE2,1,1,2,2,3650022.6003,532050.6314,5185984.5351,54.7587528,8.2933894,62.717,0.00,REFERENCE,ITRF2014_0
HOFN,1,1,775,767,2679689.9229,-727950.9000,5722789.6783,64.2672945,-15.1979145,82.979,0.70,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS20_0|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0|ITRF97
HOKN,1,1,48,48,-2944927.6448,5073145.6465,2495922.6150,23.1883896,120.1348829,30.421,0.04,OTHER,WGS-84
HOL2,1,1,2,2,3665229.0164,656626.0458,5161071.7969,54.3729229,10.1567978,47.691,0.00,REFERENCE,ITRF2014_0
HOLB,1,1,695,691,-2503040.8374,-3188233.3279,4908701.3855,50.6403514,-128.1350010,559.629,0.47,RNX2SNX,IGS00|IGS08|IGS14|IGS14_0|IGS20|IGS97|IGb08|ITRF00|ITRF2005|ITRF2014_0
HOLC,1,1,2,2,-2459518.2570,-4655992.0266,3589168.8721,34.4581863,-117.8451623,1238.137,0.00,REFERENCE,ITRF2014_0
HOLM,1,1,761,757,-983072.4192,-1867623.7142,5998639.5258,70.7363019,-117.7612449,0.481,0.55,RNX2SNX,IGS00|IGS14|IGS14_0|IGS20|IGS20_0|ITRF00|ITRF2005|ITRF2014_0
HOLY,1,1,2,2,3805896.1528,-309027.6964,5091799.8103,53.3177315,-4.6420668,67.931,0.00,REFERENCE,ITRF2014_0
HOPB,1,1,2,2,-2708982.0415,-4159579.2459,3992123.8599,38.9951848,-123.0747288,353.248,0.00,REFERENCE,ITRF2014_0
